iter	Accuracy	Logloss
886	0.918541224	0.2204305002
887	0.9185520362	0.2204111463
888	0.9185628484	0.2203897682
889	0.9185574423	0.2203776829
890	0.9185736605	0.2203687125
891	0.9185898787	0.2203581447
892	0.9185736605	0.2203397027
893	0.9186006909	0.2203219898
894	0.918606097	0.2203166505
895	0.9185844727	0.2203058785
896	0.9185844727	0.2202995428
897	0.9185844727	0.220288189
898	0.9185844727	0.2202738071
899	0.9185790666	0.22025676
900	0.9185898787	0.2202402635
901	0.9185898787	0.2202349997
902	0.9185952848	0.2202260172
903	0.9185790666	0.2202041687
904	0.9185790666	0.2201991254
905	0.9185628484	0.220163433
906	0.9185628484	0.2201531201
907	0.9185628484	0.2201302881
908	0.9185682544	0.220118826
909	0.9185952848	0.2200824574
910	0.918606097	0.2200769857
911	0.9186115031	0.2200408519
912	0.9185952848	0.2200315394
913	0.918606097	0.2200197302
914	0.9186871881	0.2200040082
915	0.9186709699	0.2199940913
916	0.9187034064	0.2199571928
917	0.9186925942	0.2199439225
918	0.9186493456	0.2199269307
919	0.9186493456	0.21989964
920	0.918676376	0.2198760885
921	0.9186601577	0.2198585109
922	0.918676376	0.2198219245
923	0.9186871881	0.2198026497
924	0.9186871881	0.2197739914
925	0.9186871881	0.2197615433
926	0.9186980003	0.2197541734
927	0.9186980003	0.2197360612
928	0.9187142185	0.2197242281
929	0.9186871881	0.2197191873
930	0.9187034064	0.2197099906
931	0.9186925942	0.2196897231
932	0.9187196246	0.2196741765
933	0.9187196246	0.2196613782
934	0.9187196246	0.2196492433
935	0.9187142185	0.219629034
936	0.9187196246	0.2196222377
937	0.9187628732	0.2196127691
938	0.9187682793	0.2195964538
939	0.9187844975	0.2195758323
940	0.9188115279	0.2195651617
941	0.918816934	0.2195510552
942	0.9188277462	0.2195390865
943	0.9188331522	0.2195192922
944	0.9188547765	0.2195077453
945	0.9188547765	0.2194809472
946	0.9188493705	0.2194703469
947	0.9188655887	0.2194505454
948	0.9188655887	0.2194213099
949	0.9188601826	0.2194131328
950	0.9188655887	0.2193833462
951	0.9188493705	0.2193719496
952	0.9188439644	0.2193659027
953	0.9188493705	0.2193431037
954	0.9188439644	0.2193068947
955	0.9188385583	0.2193032263
956	0.9188331522	0.2192936741
957	0.9188547765	0.2192742501
958	0.9188601826	0.2192688162
959	0.918887213	0.2192600271
960	0.9188709948	0.2192386367
961	0.918887213	0.2192316084
962	0.9188926191	0.2192143555
963	0.9188980252	0.2192103843
964	0.9188980252	0.219189801
965	0.9189034312	0.2191603382
966	0.9189034312	0.2191448322
967	0.9188980252	0.2191368205
968	0.9188926191	0.2191168043
969	0.9188818069	0.2191061169
970	0.9188709948	0.2190990489
971	0.9188709948	0.219085497
972	0.9188818069	0.2190779028
973	0.9188818069	0.2190726564
974	0.9188818069	0.2190569437
975	0.9188926191	0.219030206
976	0.9189142434	0.219022786
977	0.9189142434	0.219007784
978	0.9189737102	0.21899046
979	0.918957492	0.2189716443
980	0.9190115528	0.2189479623
981	0.9190061467	0.2189404336
982	0.9190169589	0.2189383587
983	0.9190115528	0.21892679
984	0.9190007406	0.2189057912
985	0.9190439893	0.2188926777
986	0.9190602075	0.2188573024
987	0.9190602075	0.2188554821
988	0.9190602075	0.2188498018
989	0.9190764257	0.2188373536
990	0.9190602075	0.2188216779
991	0.9190818318	0.2188061757
992	0.9190602075	0.2188004137
993	0.9190656136	0.2187887026
994	0.9190872379	0.2187832033
995	0.9190872379	0.2187700156
996	0.9191088622	0.2187502506
997	0.9191196743	0.2187231346
998	0.9191196743	0.2187171641
999	0.9191196743	0.2186939997
